CarNumber,Score
0,"0,4722466"
1,"0,491845"
2,"2,70871"
3,"2,491118"
4,"1,312916"
5,"2,19332"
6,"1,293567"
7,"1,670058"
8,"2,094588"
9,"3,151602"
10,"0,491845"
11,"3,068773"
12,"2,312835"
13,"3,19436"
14,"2,43316"
15,"1,293567"
16,"1,574035"
17,"8,869502"
18,"2,854028"
19,"2,588832"
