CarNumber,Score
0,"13,37567"
1,"13,27428"
2,"11,51262"
3,"5,134497"
4,"12,79369"
5,"8,616104"
6,"12,89276"
7,"12,87679"
8,"7,270612"
9,"13,01583"
10,"12,89276"
11,"13,19377"
12,"13,295"
13,"6,416079"
14,"13,13336"
15,"12,83189"
16,"0,6732427"
17,"12,99725"
18,"6,156159"
19,"5,613852"
