CarNumber,Score
0,"2,097344"
1,"11,51706"
2,"1,536785"
3,"11,51706"
4,"2,996956"
5,"2,134885"
6,"11,57786"
7,"1,859164"
8,"3,158955"
9,"12,85515"
10,"0,4936885"
11,"1,938597"
12,"3,236545"
13,"0,474432"
14,"3,194541"
15,"4,338848"
16,"3,055754"
17,"1,733986"
18,"0,5187994"
19,"5,175445"
