CarNumber,Score
0,"13,39829"
1,"13,29931"
2,"8,559937"
3,"13,20188"
4,"13,00215"
5,"3,321311"
6,"7,059986"
7,"8,32206"
8,"8,359797"
9,"1,51944"
10,"13,29931"
11,"5,420626"
12,"13,02191"
13,"3,260916"
14,"3,276116"
15,"5,682507"
16,"4,740092"
17,"12,71687"
18,"3,302872"
19,"8,479067"
